bar,eq_0.00,eq_0.05,eq_0.10,eq_0.15,eq_0.20,eq_0.25,eq_0.30,eq_0.35,eq_0.40,eq_0.45,eq_0.50,eq_0.55,eq_0.60,eq_0.65,eq_0.70,eq_0.75,eq_0.80,eq_0.85,eq_0.90,eq_0.95,eq_1.00
754,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
755,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
756,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
757,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
758,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
759,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
760,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
761,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
762,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
763,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
764,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
765,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
766,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
767,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
768,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
769,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
770,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
771,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
772,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
773,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
774,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
775,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
776,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
777,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
778,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
779,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
780,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
781,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
782,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
783,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
784,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
785,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
786,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
787,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
788,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
789,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
790,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
791,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
792,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
793,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
794,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
795,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
796,123.739900,128.842970,133.730649,138.373367,142.742394,146.810010,150.549671,153.936166,156.945769,159.556379,161.747653,163.501130,164.800346,165.630932,165.980706,165.839756,165.200505,164.057768,162.408793,160.253295,157.593472
797,155.768570,162.192513,168.345312,174.189745,179.689645,184.810117,189.517746,193.780798,197.569402,200.855738,203.614199,205.821545,207.457048,208.502621,208.942930,208.765497,207.960783,206.522262,204.446468,201.733044,198.384756
798,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
799,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
800,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
801,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
802,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
803,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
804,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
805,156.667516,163.128532,169.316839,175.195000,180.726640,185.876663,190.611460,194.899114,198.709582,202.014884,204.789264,207.009348,208.654290,209.705897,210.148747,209.970290,209.160933,207.714109,205.626336,202.897252,199.529642
806,148.753537,154.888178,160.763886,166.345115,171.597327,176.487198,180.982820,185.053885,188.671870,191.810206,194.444439,196.552377,198.114225,199.112711,199.533191,199.363749,198.595275,197.221537,195.239227,192.648002,189.450504
807,148.753537,154.888178,160.763886,166.345115,171.597327,176.487198,180.982820,185.053885,188.671870,191.810206,194.444439,196.552377,198.114225,199.112711,199.533191,199.363749,198.595275,197.221537,195.239227,192.648002,189.450504
808,148.753537,154.888178,160.763886,166.345115,171.597327,176.487198,180.982820,185.053885,188.671870,191.810206,194.444439,196.552377,198.114225,199.112711,199.533191,199.363749,198.595275,197.221537,195.239227,192.648002,189.450504
809,148.753537,154.888178,160.763886,166.345115,171.597327,176.487198,180.982820,185.053885,188.671870,191.810206,194.444439,196.552377,198.114225,199.112711,199.533191,199.363749,198.595275,197.221537,195.239227,192.648002,189.450504
810,155.130389,161.528012,167.655604,173.476092,178.953459,184.052952,188.741295,192.986881,196.759963,200.032835,202.779994,204.978297,206.607099,207.648388,208.086894,207.910188,207.108771,205.676143,203.608854,200.906546,197.571977
811,155.130389,160.908228,166.369012,171.479204,176.206875,180.521889,184.396084,187.803435,190.720207,193.125087,194.999310,196.326759,197.094062,197.290657,196.908858,195.943892,194.393923,192.260065,189.546375,186.259825,182.410271
812,155.130389,160.908228,166.369012,171.479204,176.206875,180.521889,184.396084,187.803435,190.720207,193.125087,194.999310,196.326759,197.094062,197.290657,196.908858,195.943892,194.393923,192.260065,189.546375,186.259825,182.410271
813,155.130389,160.908228,166.369012,171.479204,176.206875,180.521889,184.396084,187.803435,190.720207,193.125087,194.999310,196.326759,197.094062,197.290657,196.908858,195.943892,194.393923,192.260065,189.546375,186.259825,182.410271
814,155.130389,160.908228,166.369012,171.479204,176.206875,180.521889,184.396084,187.803435,190.720207,193.125087,194.999310,196.326759,197.094062,197.290657,196.908858,195.943892,194.393923,192.260065,189.546375,186.259825,182.410271
815,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
816,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
817,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
818,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
819,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
820,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
821,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
822,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
823,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
824,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
825,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
826,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
827,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
828,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
829,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
830,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
831,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
832,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
833,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
834,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
835,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
836,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
837,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
838,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
839,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
840,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
841,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
842,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
843,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
844,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
845,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
846,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
847,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
848,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
849,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
850,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
851,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
852,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
853,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
854,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
855,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
856,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
857,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
858,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
859,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
860,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
861,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
862,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
863,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
864,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
865,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
866,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
867,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
868,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
869,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
870,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
871,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
872,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
873,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
874,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
875,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
876,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
877,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
878,155.130389,161.766319,168.143437,174.222597,179.965579,185.335324,190.296167,194.814061,198.856787,202.394162,205.398231,207.843442,209.706818,210.968106,211.609913,211.617832,210.980542,209.689898,207.741004,205.132263,201.865417
879,170.397705,177.686717,184.691446,191.368892,197.677075,203.575290,209.024360,213.986886,218.427481,222.312991,225.612708,228.298567,230.345329,231.730748,232.435720,232.444418,231.744408,230.326744,228.186048,225.320565,221.732209
880,170.397705,177.686717,184.691446,191.368892,197.677075,203.575290,209.024360,213.986886,218.427481,222.312991,225.612708,228.298567,230.345329,231.730748,232.435720,232.444418,231.744408,230.326744,228.186048,225.320565,221.732209
881,170.397705,177.686717,184.691446,191.368892,197.677075,203.575290,209.024360,213.986886,218.427481,222.312991,225.612708,228.298567,230.345329,231.730748,232.435720,232.444418,231.744408,230.326744,228.186048,225.320565,221.732209
882,175.845714,183.367773,190.596459,197.487399,203.997269,210.084063,215.707352,220.828542,225.411114,229.420852,232.826069,235.597801,237.710003,239.139717,239.867228,239.876204,239.153814,237.690824,235.481684,232.524585,228.821501
